id,name,original_name,overview,first_air_date,original_language,origin_country,popularity,vote_average,vote_count,genre_ids,poster_path,backdrop_path
71782,Pops In Seoul,Pops In Seoul,,,ko,KR,1.6392,0,0,,/jQsqgRXC0N1MnLoYVWaJaZu7JSf.jpg,
212648,요상한 식당,요상한 식당,손님! 요리는 네가 하세요~ 손님이 주문하고 손님이 요리하는 주객전도 쿠킹 버라이어티,2017-03-13,ko,KR,2.0235,0,0,,/Ao7DZ9yOrkaMoagQP7EOcY1ejXI.jpg,
214995,뎀셀브즈,뎀셀브즈,남녀 간의 엇갈린 삼각관계를 각자의 시선으로 녹여낸 뮤직드라마.,2022-11-28,ko,KR,2.0054,0,0,18,,
138470,꿈빛셰프유,꿈빛셰프유,,2021-09-17,ko,,1.5986,10,1,"1,076,410,767",/veyS3nptX3IWBwHVgArqIEEiVN7.jpg,/mIVrh30R2blbTSSjgCPHUd9r4DO.jpg
233679,원스 어폰 어 타임 인 광주,원스 어폰 어 타임 인 광주,,2016-06-23,ko,KR,1.9339,3,1,18,/h7ctP3WOIaroJhMerodad3SfJIR.jpg,
14305,수호천사,수호천사,네 남녀의 치열한 경쟁과 엇갈리는 안타까운 사랑을 그린 드라마,2001-08-01,ko,KR,3.47,3,1,18,/9biWRGEmADhyYTte6FpeGGCfq9J.jpg,
263293,핑크퐁과 호기: 새 친구 니니모,핑크퐁과 호기: 새 친구 니니모,"신비한 마법의 힘을 가진 핑크퐁은 세상 모든 게 궁금한 호기에게 최고의 단짝! 어느 날, 핑크퐁의 마법이 사라지고 고양이가 나타났다냥!? 기억도 마법도 잃고, 냥줍!했지만 친구들이 있어 핑크퐁은 즐거워! “친구들과 함께라는 건 마법같은 일이야!”",2024-09-21,ko,KR,1.9319,9,1,"10762,16",/WkqRqvu2YCUv42Fnz5mGBgf0qE.jpg,
226467,휴먼 크로니클,휴먼 크로니클,"한국 최고 종합병원의 1년, 최초 공개!",2023-05-25,ko,KR,1.7244,0,0,99,/9Agnju17jK45mHHRvpX6bNN5mGa.jpg,
93184,디시플린,디시플린,,2018-12-19,ko,KR,2.0786,2,1,18,/ddDOt7npUZcxbvfI5M8ViniK49b.jpg,/1OpJAsDoRNd56v5tjN1T2b8ddW2.jpg
212635,키즈 서바이벌 슈퍼히어로,키즈 서바이벌 슈퍼히어로,"학교탈출! 공부탈출! 공부 1등보단 운동도 잘하는, 몸과 마음이 건강한 친구가 우리들의 짱!! 몸으로 놀 수 있는 각종 장애물 미션을 헤쳐나가며, 우정과 협동심을 키울 수 있는 기회를 그린 프로그램",2012-10-05,ko,KR,1.8159,0,0,,/yTznKaIUM2hhcUJUlX4tDpFGI5K.jpg,
272383,정글왕 사로,정글왕 사로,"영국 소설가 키플링의 작품 <정글북> 원작. 정글에 버려진 아이(사로)가 정글에서 동물들과 함께 정글의 법칙에 순응하며 살아가는 이야기 .처음엔 인간이기 때문에 정글에 살 수 없는 위기를 맞게되지만, 사로를 둘러싼 주변 동물들의 애정과 도움으로 정글에서 동물들과 함께 교감하며 가족이 되어 살아가게 된다. 그러나, 소년이 된 후 인간 세상으로 돌아가면서 제 2의 위기를 만나게 되는 사로는 인간 세상에서잘 살아갈 수 있을까? 인간과 동물이라는 개체적인 차이를 뛰어넘어, 동물과 인간이 함께 교감하고 평화를 이뤄나가기 위한 화해와 위기가 끊임없이 펼쳐진다.",2007-09-11,ko,KR,1.9573,0,0,"10762,16",/vy0QJNtHWzGe8BLVnc0oRxG59Oq.jpg,
206676,맛있는 남자,맛있는 남자,탤런트 오지호가 출시한 김치 스토리,2011-05-19,ko,KR,1.8737,0,0,,/4UeqhZn6kJ9IhEGPVM4em5MgUou.jpg,
213355,잘빠진연애,잘빠진연애,,2019-07-16,ko,KR,2.0556,2,0,,/dSmJJtT4rGww6nEHrk2nTXiDHXG.jpg,
226770,전세역전,전세역전,"대한민국에만 존재하는 아파트 전세 제도의 독특함을 다루면서, 그 안에서 이혼을 앞 둔 신혼부부가 함께 살던 전셋집의 보증금을 빨리 받고 나누기 위해 예비 신혼부부 앞에서 행복한 부부인 척 연기까지 하게 되는 아이러니한 상황을 통해, 우리 시대의 사랑과 결혼에 대해 다시 한 번 생각하게 만드는 이야기",,ko,KR,1.8887,0,0,18,,
203159,딩가딩가,딩가딩가,누구나 살면서 한 번쯤 꿈꾸는 악기 배우기. 인생의 막연한 목표로 삼았던 악기연주의 꿈이 현실이 된다! 눈과 귀를 사로잡는 스타들의 반려악기 입양기♬,2021-11-16,ko,KR,1.7914,0,0,,/72764rQkHjTSXO5OJgEz4EMJ2NR.jpg,
138308,샌드위치 이론,샌드위치 이론,과거 헤어진 연인을 직장에서 다시 만나며 펼쳐지는 두 사람의 이야기,2021-09-11,ko,KR,1.8081,3,1,,/iwTGHq56I7sDwWYarH1AachXs5b.jpg,
97444,정치합시다,정치합시다,"정치 혐오를 부추기는 틀에 박힌 정치 토크, ‘믿거나 말거나’식 여론조사는 가라! 정치, 민주주의, 선거, 의회 등 키워드를 중심으로 정치의 본질과 시민의 정치 참여가 갖는 의미를 짚어보고, 신뢰도 100점의 여론조사를 통해 2020 총선까지의 민심 이동을 살펴본다.",2019-11-22,ko,KR,1.5644,0,0,10767,/aHbgLRhVBvogREJIVYPNDxTmLPx.jpg,
198260,하이 스쿨 : 러브온,하이 스쿨 : 러브온,위기에 빠진 남학생을 구하려다 인간이 되어버린 천사와 순수 열혈 청춘들이 펼쳐가는 좌충우돌 사랑과 성장 이야기를 담은 판타지 로맨스 드라마,2014-07-11,ko,KR,1.8318,0,0,,/61VMlpGzkmIlv17Lu54UFiiH8YU.jpg,
134195,달 뜨는 소리,달 뜨는 소리,"'내일은 미스트롯2' 주역들과 다양한 장르의 '국가대표급' 아티스트가 만나, 고품격 컬래버레이션 무대를 선보이는 새로운 음악쇼",2021-09-20,ko,KR,1.7881,0,0,10764,/pzFeM1JqcD3p08PZBbKgh0ETOCc.jpg,
242621,미망,미망,,1996-10-23,ko,KR,3.1429,0,0,18,/m77TbRTXwuDwVJd1pe7WTgHbBpb.jpg,/cWM8N3dCwlpucdDrXjuMxvG2zeC.jpg
208198,우리들의 차차차,우리들의 차차차,부부들이 농도 짙은 댄스스포츠를 배우며 다시 한번 부부 관계에 로맨스 바람을 일으키는 리얼리티 프로그램,2022-08-15,ko,KR,1.7555,0,0,,/aoyAZwmAxQIlTPVwNtkgs2JyeVD.jpg,
291773,NMIXX,NMIXX,,2021-08-06,ko,KR,2.3079,0,0,10764,/mgR6sAJsW52YBIyOQouFsnFeIPO.jpg,/8Bb5TIn0Fy7LEF8C9UiVnwHqDFu.jpg
241011,폴인경기,폴인경기,,2023-11-29,ko,KR,1.8167,0,0,,/hvDv3qGewQMTURNrHgGSR8GUzVt.jpg,/shmGNqkLNYHvCo7DfwKarX1Fd2W.jpg
138829,주유천하,주유천하,"대한민국 주당들을 위한 이연복, 박준우의 취중방송!",2017-12-30,ko,,1.6742,0,0,,/rr2WOYeeDCnXTH3RNVxvQMGMaGX.jpg,
137259,마마랜드,마마랜드,요즘 가장 닮고 싶은 스타일리시한 엄마들이 마마랜드에 떴다! 일과 육아 모두 프로페셔널한 그녀들의 트렌디한 일상 팔로우!,2017-11-02,ko,,2.0335,0,0,,/wK72TXSOezwp3lLJtiXQ617eYYN.jpg,
242826,X or GO,X or GO,'X or GO!' 이동 수단부터 취침까지! XG의 선택에 따라 여행의 모든 순간이 결정되는 예측 불가 여행 버라이어티,2024-01-03,ko,KR,2.0545,0,0,10764,/v5SA95QZVcDnyX2doreMAaJuher.jpg,/srx58zc9CdB6ydBOR0gqMWfCNRn.jpg
90324,판벌려 - 이번 판은 한복판,판벌려 - 이번 판은 한복판,"화려했던 지난날을 잊고, 연습생 신분으로 돌아간 셀럽파이브. 배움의 자세로 돌아가 아이돌계 최초 ‘장인 시스템’ 도입. 분야별 장인들에게 직접 ‘원포인트레슨’을 사사한 후 셀럽 파이브의 한 복판(센터)을 차지할 한 명을 뽑는 프로그램",2019-06-04,ko,KR,1.4444,9,1,10764,/9k9KMlLGfE37RsmMUBaH1eoIHka.jpg,/bHQA9M3QDuhxEDs87gP65QKsZnq.jpg
116096,바다경찰,바다경찰,"연예인들이 해상경비, 해난구조, 해상 환경 보존 등 바다를 지키는 각종 업무를 맡아 해결하며 해양경찰의 감동과 애환을 그린 리얼리티 프로그램",2018-08-13,ko,,2.1048,0,0,10764,/9hyAx7mz2E0E1cIzcTwXCo9SsQW.jpg,
212645,CHANNEL AOA,CHANNEL AOA,AOA의 장르정복 리얼리티,2016-04-12,ko,KR,2.2055,10,1,10764,/i61k38W0mrN5eCPlFF0J7RcBUUG.jpg,/aOkBhBI88kFdcutY7bon1iWZ06b.jpg
274875,트웰브,트웰브,12간지를 대표하는 히어로들이 악귀로부터 한반도를 지키기 위해 고군분투하는 이야기,2025-08-23,ko,KR,1.7321,0,0,"1,076,510,759",/qYWElQQh5w04eKmGY8WK1VGHaGd.jpg,
284871,아돌라에이전트: 그림자사냥,아돌라에이전트: 그림자사냥,,2021-04-24,ko,KR,1.7647,0,0,9648,/4u8dvtSBRab9HndmbhsJla8bJwR.jpg,/gYXmnVpCgxprJPRcRTwdGBe4JTH.jpg
138489,남고괴담,남고괴담,,2021-11-12,ko,KR,2.0434,7.8,85,"9648,18",/jdOcvOnM3ePiXNO6hrgN3yeyR6n.jpg,/jCw1fDt5pBxogegBEtzmthpyEwC.jpg
102863,신비아파트 외전,"기억, 하리",고등학생이 된 여주인공 하리와 친구들을 중심으로 여름방학 기숙사에서 벌어지는 미스터리한 사건을 다룬 호러 로맨스 드라마,2018-08-02,ko,KR,1.6195,3,1,"9648,18",/s1Q01v8QmpoHzf4BHRc1k80YxxN.jpg,/jNBx9VjQv4YB1QcgwQmkGAQXXiX.jpg
212558,열정 같은 소리,열정 같은 소리,"쥐뿔도 모르면서 다 아는 척, 위하는 척, 잘난 꼰대들의 훈계질은 이제 그만! 청년들 사이에서 가장 '핫'한 주제에 대해 함께 고민하고 공감하고 분노하며 '헬조선'의 씹고 뜯을 거리에 대해 소신 있는 의견을 전달하는 프로그램",2017-08-01,ko,KR,1.9641,0,0,,/jOiy16qtrN0LcIZCan5MVW6I8oe.jpg,
292109,배반의 장미,배반의 장미,결혼생활 20일만에 교통사고를 당해 식물인간이 된 남편 민수를 6년 반이나 돌보던 서지현에게 재벌회사 둘째아들 김성혁이 청혼한다. 두사람의 결혼후 민수가 기적적으로 소생하고 이로부터 3각의 애정갈등과 함께 민수의 교통사고에 대한 미스터리가 풀려나간다.,1990-01-06,ko,KR,1.7532,0,0,18,/nFMPBi1gfwrCJAEUvOs1aFl0Agz.jpg,
78956,비밀언니,비밀언니,"수많은 고민 속에 나를 구원해줄 누군가가 필요한 지금... 이럴 때, 나의 길을 밝혀줄 '인생 언니'가 있다면 얼마나 좋을까? 그러던 어느 날... 오 마이 갓! 나에게 비밀 언니가 나타났다! 하루 종일 함께하며 둘만의 비밀을 만들고 늦은 밤, 한 침대 위 동침까지 하게 된 동생과 언니! ""언니, 저 고민이 있어요.."" ""괜찮아, 언니도 불안함과 고민의 연속이었어..."" 머리맡에서 들려주는 언니의 따뜻한 위로와 공감이 시작된다.",2018-05-04,ko,KR,1.579,9,1,10764,/t6RvEFYXzCmRr2pIF2TDc9kfeiX.jpg,
131397,인생덤 그녀,인생덤 그녀,"억척 방판왕 엄마 vs 철부지 뷰튜버 딸! 티격태격 우리 사이 돌이킬 수 없을까? 어느 날, 신비한 화장품으로 영혼이 바뀌는 모녀환장 영혼체인지! 우리... 다시 돌아갈 수 있을까?",2021-06-03,ko,KR,1.741,5,1,,/2C57KYTdl1LQTqRP35fOi712D3j.jpg,
137850,주먹이 운다 - 도쿄 익스프레스,주먹이 운다 - 도쿄 익스프레스,′주먹이 운다′에 출연했던 도전자 4명이 일본 종합격투기 체험을 그린 스핀오프 프로그램,2014-05-25,ko,,1.7673,0,0,,/sJWFYNSEq9SAZsCn7jYOUu0bz1J.jpg,
263298,"선배, 그 립스틱 바르지 마요","선배, 그 립스틱 바르지 마요","립스틱이 번지면, 우린 망설임 없이 지운다.

립스틱이 마음에 들지 않으면, 우린 망설임 없이 바꾼다.

그것들은 더는 우리를 예뻐 보이게 하지 않으니까.

더는 즐겁게 하지 않으니까.

그런데 왜 사랑은 그렇지 못할까?

잘못된 길로 가고 있는 걸 아는데, 버릴 때임을 아는데 왜 미련을 갖고 질척거릴까.

번지고 어울리지 않는 립스틱보다 당신을 더 못나고 불행하게 하는데.

쉽게 사랑하자는 걸 말하려는 게 아니다.

끝도 시작도 생각보다 어려운 일이 아님을 말하고자 한다.

더는 빛나지 않는 그대가 될 필요가 없다.

사랑은 결국 립스틱이다.

더는 당신을 예쁘게 하지도, 미소 짓게 하지도 않는 그 립스틱에 미련 갖지 말길.

손에 쥐어지는 새로운 립스틱에 겁먹지 말길.

과감히 어울리지 않는 립스틱을 지우는 것만으로도 당신은 훨씬 더 아름답다.",2021-01-18,ko,KR,1.8262,0,0,,/gf6eCxpgASvGPEXvwmoD0EnYIQw.jpg,
235124,미스터리 신입생,미스터리 신입생,,2016-01-29,ko,KR,2.3505,1.8,4,18,/jilsOre8HHNHQywghWZC3YzFfJa.jpg,/zOgQPkf3g9HXbnY61nmieLICxnB.jpg
276377,대장이 반찬,대장이 반찬,"먹고 사는 게 중요한 이 시대! 시장이 반찬인 사람들에게, 혼자서도 쉽게 해 먹을 수 있는! 맛파민이 팡팡 터지는 레시피를 선보인다! ‘대장’ 김대호X이장우가 책임지는 우리 집 밥도둑 반찬! 시장이 반찬? No! 대장이 반찬!",2024-11-10,ko,KR,1.794,0,0,10764,/yRxjhRtJ6IjzdxpxGrTd2Jph9rC.jpg,/r3KkOK1Al41pB7d7txJIRLSLazJ.jpg
17480,불량가족,불량가족,,2006-03-22,ko,KR,1.8244,8.3,6,18,/hWdDDHmFICNvF1h9aDbnsRNvfAz.jpg,/lgHUKqD6cRSAo2rSUv6p8lJDPVS.jpg
197435,딸도둑들,딸도둑들,세상 가장 어색한 사이인 장서지간의 뜻밖의 브로맨스. 집 안에서 벌어지는 남자들의 사회생활을 엿보는 장인 사위 간의 관찰리얼리티,2022-04-12,ko,KR,1.624,0,0,,/bZgjVVBQATJ53d4HQPoIjwGNwgh.jpg,
155039,똥차비디오,똥차비디오,"알고 보니 너무 많은, 노래 속 감미로운 쓰레기(?)들

무심코 들었던 그 노래 가사를 드라마로 만든다면 어떨까?

끝까지 보고 나니 맞춰지는 퍼즐, 아 이 노래! 반전 매력의 뮤직드라마!",2018-11-21,ko,KR,1.9712,3,1,18,/mX9TDHCDysMxNSD5mubSBfAM9KI.jpg,
156226,Born to BTOB,Born to BTOB,,2022-01-29,ko,KR,5.0841,0,0,,/beeiF8BszPFNKUNLHXwuejCt7VK.jpg,
146076,박원숙채널,박원숙채널,"배우 인생 50년을 맞은 박원숙, 그녀가 자신의 이름을 내건 채널오픈!

동시대를 살아 온 동년배들 그리고 원숙미 가득한 삶을 살고 싶은 사람들을 위한 정보를 제공하고 선경험자로서 그들의 고민에 공감하고 해결책을 함께 모색해봐요!",2020-09-14,ko,,1.6043,0,0,,/y3NGHMu8Ay2N49SEguqnmvBiKQk.jpg,
210319,IVE OFF,IVE OFF,"IVE Official

#IVE #아이브 #アイヴ",2022-09-15,ko,KR,1.9392,0,0,10764,/o74EGheRFBX9iKIzn1AgnwG7Vti.jpg,/8mxUnDFeZsgICRsIl3B6BYfghn0.jpg
275222,마이샵,마이샵,"우리의 삶은 주파수로 이루어져 있습니다. 보이지 않는 주파수는 기적을 일으키기도 하고 서로의 존재를 훼손하기도 합니다. 선과 악, 그리고 악에 대처하기 위해서는 악이 악이어야 합니다. 그들이 선택한 방법은 주파수 입니다. 국민을 괴롭히는 정치 세력과 현직 검사들. 안지현은 그들과 맞서 싸우는 열정적인 검사입니다. 사랑하는 사람들을 지키기 위한 그의 투쟁이 시작됩니다.",2023-10-01,ko,KR,1.8745,0,0,18,/cIppoa68nOXEIHtxdfx4ki1EPXq.jpg,
213204,ONE,ONE,공부만 하던 모범생이 폭력에 휘말리며 각성하게 되는 이야기. 이은재의 동명 웹툰 원작.,,ko,KR,1.9545,0,0,"10759,18",,
134802,당신의 일상을 밝히는가,당신의 일상을 밝히는가,"헬스&뷰티, 하우스, 뷰티 등을 총망라해 바쁜 일상 속 색다른 라이프 스타일을 밝히며 잇템과 꿀팁들을 소개하는 프로그램",2020-07-21,ko,,1.6083,0,0,,/vSuiSSenI1dzdNL1xnIe2kDAF0O.jpg,
97608,휴머니멀,휴머니멀,"보츠나와, 잠바브웨, 남아공, 미국, 태국, 일본 등 11개곡에서 만난 야생동물과 그들을 둘러싼 인간의 쟁투와 사랑! 그 현장을 직접 찾아가 목격한 한국 최고의 배우 류승룡, 박신혜, 유해진이 전하는 인간과 동물의 삶과 죽음, 그리고 공존에 대한 이야기",2020-01-06,ko,KR,1.9524,10,1,99,/wkCu8TN6OgROg1ug4WPV7yk4xNJ.jpg,/f2lLBEMqSTR9vwPTaZz5C0FUl44.jpg
292614,월드 오브 스트릿 우먼 파이터,월드 오브 스트릿 우먼 파이터,여성 댄스 크루들의 리얼 서바이벌 스트릿 우먼 파이터2! 글로벌 춤 서열 1위를 가려라!,2025-05-27,ko,KR,2.6798,0,0,10764,/8m6G6Z9chiduch18lWKEyxttl7C.jpg,/chl67zBJ1G2hrgaSaxFvAZ9eBJh.jpg
128750,뉴이스트 로드,뉴이스트 로드,약 3년만의 완전체 컴백을 앞두고 있는 뉴이스트 멤버들의 여행기를 담은 리얼리티 프로그램,2019-05-08,ko,KR,1.746,10,1,"10764,35,10767",/twJnSUBypSpQj2nA0axcb5Ig0xg.jpg,/mNNA0ClbpRTFtkYTyOxGRKp96wW.jpg
284465,해야만 하는 쉐어하우스,해야만 하는 쉐어하우스,,2024-10-17,ko,KR,1.822,3,1,"1,810,764",/wNAUFFelCQOpkOp58LTYaX89KyB.jpg,/6t59Mk7qKrMZXkjIMa8b9bonHN.jpg
135122,그림맛집 미·알·랭,그림맛집 미·알·랭,"명화 속 음식과 떠나는 맛있는 미술여행! 완벽하게 재현된 명화 속 숨은 음식을 맛보며 예술과 역사, 옛 사람들의 내밀한 삶의 이야기까지 풀어내는 역대 최초 미술+미식 토크쇼",2021-09-27,ko,KR,1.8057,0,0,10767,/57w0eBEDVI4VCMPOQ6sgHJLshg1.jpg,
79265,EBS 다큐프라임,EBS 다큐프라임,한국교육방송공사의 교육기획 다큐멘터리 프로그램,2008-02-25,ko,KR,1.9731,0,0,99,/p6CZHp8w4wfanH74Lg6CJYtWpSv.jpg,/gIWhkOegK4pfXSMDcqvo5957joQ.jpg
139322,2021 F/W 서울패션위크,2021 F/W 서울패션위크,2021 F/W 서울패션위크,2021-04-12,ko,KR,1.3214,0,0,,/hrTSdhdL6kcxRJXdoAPBFDjwtif.jpg,
284628,김성근의 겨울방학,김성근의 겨울방학,야구를 시작한 후 64년 동안 한 해도 쉬지 않고 달려온 김성근 감독의 첫 번째 휴식 여정을 담은 콘텐츠,2025-02-17,ko,KR,2.0016,0,0,,/14frp8STUrs4DdBiWGFoURyTv9V.jpg,/aspgiLxkfpmAhnBWdE6f3Fb9srj.jpg
281975,별별역사,별별역사,"지루하다고 느끼기 쉬운 역사를 간결한 그림체로 쉽고 재미있게 배워 본다. 몽골 제국의 유럽 침공부터 봉오동전투, 제2차 세계대전까지 국내외를 넘나드는 흥미로운 역사 이야기가 펼쳐진다.",2021-07-20,ko,KR,1.8924,0,0,16,/itOIXAnYy7v1KtzatcG1lzwDi0R.jpg,
128449,세리머니 클럽,세리머니 클럽,"골프의 전설 박세리가 김종국, 양세찬과 함께 골프 동호회를 만들었다! 다양한 분야에서 활약 중인 인물들이 동호회 회원으로 가입해 함께 라운딩하며 골프도 치고 기부도 하는 par란만장 골프 토크쇼",2021-06-30,ko,KR,1.8294,0,0,10764,/qvUwkflei8NERhTlmjdLKrtTh2J.jpg,
212663,산으로 가는 예능 - 정상회담,산으로 가는 예능 - 정상회담,산으로 가는 예능 - 정상회담,2018-03-17,ko,KR,1.6187,0,0,,/rsk1m4qFN8xGUvaHeFRyhxoaNOb.jpg,
275962,아우디즈의 찾아서 투어,아우디즈의 찾아서 투어,,2023-08-04,ko,KR,1.6211,0,0,99,/aBMgcq5pPZyMBlrt76liNf7Wwns.jpg,/vuXF2reVsOhJlV7cNAJpWrK9DBb.jpg
133982,나는 매일 택배를 뜯는다,나는 매일 택배를 뜯는다,연예인 게스트 쇼퍼의 의뢰에 맞춰 다양한 쇼핑 아이템을 대리 쇼핑해주는 셀럽들의 본격 쇼핑 토크쇼,2021-04-13,ko,KR,1.719,0,0,,/9I8OuslNF6kTiwMquS2dFk6Fu5Q.jpg,
131202,삼분로망스,삼분로망스,각자 다른 네 사람이 '로망'으로 엮이기 시작한다. 마리는 로망 많은 20살 대학 신입생이자 서점 알바생이다. 수호는 마리의 로망을 놀리는 척하는 3년 차 순애보다. 하지만 마리는 로망의 실사화 기영과 가까워진다. 세 사람과 친구인 윤휘는 점점 상황이 심상치 않음을 느끼는데.,2018-10-24,ko,KR,1.7946,3,1,,/wzhgpyAbw9AL830CY8bbB3VuvSI.jpg,
283357,트렁크걸,트렁크걸,,2025-01-30,ko,KR,1.9419,0,0,18,/iOLXhGYkeR4NecMN8fJNW3ugGMG.jpg,/cpNvh5C00wb5UEP94E6Ego96qSd.jpg
134426,우리집 막내극장,우리집 막내극장,"반려동물 1천만 시대를 맞아 어느 새 가족의 일원이 된 개와 고양이, 동물을 사랑하는 모든 반려인들이 꼭 봐야 할 동물판 옴니버스 인간극장",2020-05-28,ko,,1.7533,0,0,,/4jeozvXfowZWkYSEBiekgMWrm2e.jpg,
138827,영지발굴단,영지발굴단,"자연 입성 1일차, 과연 ‘이연자(이영지 아님)’는시골의 먹방요정 ‘밥굽남’의 도움으로 자연인으로서의 재능도 발굴할 수 있을지…! 두 자연인이 자연에서 직.접. 만드는일명 . 재료수확부터 요리, 먹방까지 뭐 하나 정상적인 게 없는 영지의 도전!",2021-06-22,ko,,1.8094,0,0,,/rUitksc9I0RSkMhyPkxeT4Kuohh.jpg,
212699,머스트잇 - 혼자라도 괜찮아,머스트잇 - 혼자라도 괜찮아,머스트잇 - 혼자라도 괜찮아,2017-11-24,ko,KR,1.9494,0,0,,/8YIdbln5GLxDA0056M8fLZUoHEu.jpg,
98942,배철수 잼(Jam),배철수 잼(Jam),올해로 30주년을 맞은 레전드DJ 배철수가 '음악'을 통해 사회 각 분야 유명인사의 이야기를 들어보는 토크쇼,2020-02-03,ko,KR,1.6725,0,0,10767,/pX5fSzqFNvkaFMjukUm0sEAE0Bz.jpg,
197575,비단향 꽃무,비단향 꽃무,결혼식 날 불의의 사고로 남편을 잃고 혼자 아이를 키우는 미혼모를 중심으로 한 멜로물이다,2001-03-05,ko,KR,1.7715,0,0,,,
129579,여왕의 조건,여왕의 조건,이혼 후 다시 일어선 한 여성의 성공을 통쾌하게 그린 드라마,2005-05-09,ko,,1.9131,0,0,,,
137382,화성인 X-파일,화성인 X-파일,"외모, 능력, 재력, 취미, 성격 모든 면에서 보통사람과 다른 특별한 신인류! 그들은 우리와 무엇이 어떻게 다를까??",2010-09-16,ko,,1.8797,0,0,,/vJ26P9lhLOPhv1ATxgoFI9xMxtI.jpg,
212594,여자에게 설레는 편,여자에게 설레는 편,,2022-10-20,ko,KR,2.0473,6.5,6,"18,35",/j8rUnsy4k37NH9gyqvy5zL57EpN.jpg,/kuRqmZg2pHTaj7WGaQSGzhoXDvo.jpg
232921,보이즈보이스,보이즈보이스,,2023-08-17,ko,US,1.7958,5.5,2,10764,/sOHnxNzpkLJw2s1BKEGQW9sZHS7.jpg,/rXsQCffnUXLfTR5nbTufNzCkibr.jpg
129215,역사스테이 흔적,역사스테이 흔적,"역사가 머물러 있는 곳을 찾아 나서는 여정.

그 시절, 그 공간 속에 남겨진 사람들의 흔적을 찾아 나서다.

공간에 남겨진 역사적 단서를 찾아 사진에 담아온 공간여행자와 공간이 품은 우리들의 이야기를 풀어주는 역사학자와의 만남",2021-05-04,ko,KR,2.2431,0,0,,/y6h34NadBaX0k5IyJ5zH3BwZpTv.jpg,
206875,싱어 게임,싱어 게임,엠넷 가요 파일럿 프로그램,2014-07-23,ko,KR,1.7059,0,0,,/c5pDVwUr131Re1cJxlcD0VKOpew.jpg,
44389,더 뮤지컬,더 뮤지컬,"뮤지컬 배우들의 꿈과 사랑을 그리는 뮤지컬 드라마다.

",2011-09-02,ko,KR,1.8731,4.8,2,18,/6psEMz99J454OHQjwXTvxOwQvUI.jpg,/92Z2IgO9957XYpugSRIs2qn1etY.jpg
129853,가치 들어요,가치 들어요,매회 특별한 청중들을 모아 그들이 가장 듣고 싶었던 말과 지식을 선물하는 신개념 맞춤형 강연쇼,2020-07-14,ko,,1.7391,0,0,,,
276161,참교육,참교육,"선 넘는 학생, 교사, 학부모로부터 무너진 학교를 지켜라. 진정한 교육의 의미를 일깨워줄 교권보호국의 통쾌하고 시원한 참교육이 시작된다! 채용택 & 한가람의 동명 웹툰 원작 드라마",,ko,KR,1.5944,0,0,10759,,
260254,방과 후 초능력: 친한 친구 민쩌미,방과 후 초능력: 친한 친구 민쩌미,"유튜브 코미디 스타 민쩌미가 아이들에게 우정, 전화 예절 등을 가르치는 콩트에서 다양한 캐릭터를 연기한다.",2023-04-20,ko,KR,1.8206,0,0,10762,/v2GdBwhdIO3oU9K3lI3Ndl5pEYO.jpg,
120556,걸어서 세계속으로,걸어서 세계속으로,"세계의 다양한 도시들을 여행자의 시각으로 바라보고 그들의 역사와 문화, 삶의 모습을 담은 프로그램",2005-11-05,ko,,1.9412,0,0,,/p94kPKO94R1qvkOPkLVuvPv0vHY.jpg,
139244,강다니엘 컴백쇼 CYAN,강다니엘 컴백쇼 CYAN,다양한 색을 지닌 솔로 강다니엘의 컴백쇼. 첫 번째 미니앨범 ′CYAN′ 신곡 무대 세계 최초 공개를 비롯하여 단독 스페셜 영상까지 팬들을 위한 특별한 시간,2020-03-24,ko,,1.8763,0,0,,/o3OfTsfLY9Fh133NdjuGUJZrGrv.jpg,
208365,명의 장중경,명의 장중경,"장중경의 부친인 장종한은 조정에서 어사를 지내며 이재민 구휼에 힘썼으나 모함을 받아 멸문 당하고 만다. 어린 장중경은 명의 장백조를 따라 의술을 배우게 되고, 복수심으로 가득 차 있던 소년에서 어진 마음을 가진 의원으로 성장한다. 장중경은 난치병을 고치며 세상 사람들로부터 서서히 인정받지만 예상치 못한 시련이 그에게 찾아오는데...",2022-08-17,ko,KR,1.8459,0,0,,/i2FDXLtkHveoyJAlooZwfe8Q5Yk.jpg,
286199,사이코패스 여순정,사이코패스 여순정,고위험군 사이코패스 박하선(여순정)이 스스로의 본능을 거스르며 일평생 느낄 수도 알 수도 없을 것 같은 사랑을 찾던 중 처세술의 대가 윤현민(정재우)을 만나면서 벌어지는 미스테리 로맨스 어드벤처,2025-03-12,ko,KR,1.5168,0,0,9648,,
227932,KBS 대기획 키스 더 유니버스2,KBS 대기획 키스 더 유니버스2,"가상의 우주선을 타고 떠나는 배우 하지원의 인터스텔라 여행. 별의 탄생과 죽음, 블랙홀과 웜홀, 그리고 빅뱅의 순간까지 경험하는데….시공간을 거슬러 우주의 시작을 향해가는 SF 어드벤처 다큐멘터리",2022-12-15,ko,KR,2.0824,0,0,99,/nk9LGp1Es3lLGuPGqFu1jyCAw5e.jpg,
198055,천국의 아이들,천국의 아이들,돈을 벌러 떠난 엄마에 의해 하숙집에 맡겨진 어린 남매가 기호태라는 청년을 만나 함께 엄마를 찾으러 떠나는 여정을 그린 드라마,2002-09-09,ko,KR,1.8567,0,0,,/rLosaU3zw3TCMyJce9SWy37abBV.jpg,
